permutation_autocorr_p_full,permutation_autocorr_p_clean,permutation_variance_p_full,permutation_variance_p_clean,csd_threshold_auc_full,csd_threshold_auc_clean,naive_agreement_auc_full,naive_agreement_auc_clean,spectral_model_auc_full,spectral_model_auc_clean,sprt_auc_full,sprt_auc_clean,max_abs_auc_difference,p_value_crosses_005_boundary,robust_to_label_noise,note
0.5541445855414459,,0.0993900609939006,0.256974302569743,0.5,0.5,0.5571428571428572,0.6,0.5761904761904761,0.16666666666666666,0.5904761904761905,0.6666666666666666,0.4095238095238095,False,False,Compares the full dataset against the dataset with critical_expert_memory_simple_voting excluded (that config carries the ~24% decisionSuccess/final-answer label mismatch documented in the dataset dependency).
